Occurred ,Success,Error_Probs
11/07/2016 16:02:50,2,0.285714285714
11/07/2016 16:03:05,2,0.142857142857
11/07/2016 16:03:20,1,0.142857142857
11/07/2016 16:03:35,2,0.142857142857
11/07/2016 16:03:50,2,0.142857142857
11/07/2016 16:04:05,2,0.142857142857
11/07/2016 16:04:20,2,0.142857142857
11/07/2016 16:04:35,1,0.285714285714
11/07/2016 16:04:50,2,0.285714285714
11/07/2016 16:05:05,1,0.285714285714
11/07/2016 16:05:20,2,0.285714285714
11/07/2016 16:05:35,1,0.428571428571
11/07/2016 16:05:50,2,0.428571428571
11/07/2016 16:06:05,2,0.428571428571
11/07/2016 16:06:20,2,0.285714285714
11/07/2016 16:06:35,2,0.285714285714
11/07/2016 16:06:50,1,0.285714285714
11/07/2016 16:07:05,2,0.285714285714
11/07/2016 16:07:20,2,0.142857142857
11/07/2016 16:07:35,1,0.285714285714
11/07/2016 16:07:50,1,0.428571428571
11/07/2016 16:08:05,1,0.571428571429
11/07/2016 16:08:20,1,0.714285714286
11/07/2016 16:08:35,1,0.714285714286
11/07/2016 16:08:50,1,0.857142857143
11/07/2016 16:09:05,1,1.0
11/07/2016 16:09:20,1,1.0
11/07/2016 16:09:35,2,0.857142857143
11/07/2016 16:09:50,1,0.857142857143
11/07/2016 16:10:05,1,0.857142857143
11/07/2016 16:10:20,1,0.857142857143
11/07/2016 16:10:35,1,0.857142857143
11/07/2016 16:10:50,1,0.857142857143
11/07/2016 16:11:05,1,0.857142857143
11/07/2016 16:11:20,1,1.0
11/07/2016 16:11:36,1,1.0
11/7/2016 16:11:36,0,0.857142857143
11/07/2016 16:16:03,2,0.714285714286
11/07/2016 16:20:29,2,0.571428571429
11/07/2016 16:24:54,1,0.571428571429
11/07/2016 16:29:20,2,0.428571428571
11/07/2016 16:33:45,2,0.285714285714
11/07/2016 16:38:11,1,0.285714285714
11/07/2016 16:42:36,2,0.285714285714
11/07/2016 16:47:02,1,0.428571428571
11/07/2016 16:51:27,2,0.428571428571
11/07/2016 16:55:53,2,0.285714285714
11/07/2016 17:00:18,2,0.285714285714
11/07/2016 17:04:44,1,0.428571428571
11/07/2016 17:09:10,1,0.428571428571
11/07/2016 17:13:35,2,0.428571428571
11/07/2016 17:18:01,1,0.428571428571
11/07/2016 17:22:26,2,0.428571428571
11/07/2016 17:26:52,2,0.428571428571
11/07/2016 17:31:17,1,0.571428571429
11/07/2016 17:35:43,2,0.428571428571
11/07/2016 17:40:08,1,0.428571428571
11/07/2016 17:44:34,2,0.428571428571
11/07/2016 17:48:59,2,0.285714285714
11/07/2016 17:53:25,2,0.285714285714
11/07/2016 17:57:51,1,0.428571428571
11/07/2016 18:02:16,1,0.428571428571
11/07/2016 18:06:42,2,0.428571428571
11/07/2016 18:11:07,2,0.285714285714
11/07/2016 18:15:33,1,0.428571428571
11/07/2016 18:19:58,1,0.571428571429
11/07/2016 18:24:24,1,0.714285714286
11/07/2016 18:28:49,1,0.714285714286
11/07/2016 18:33:15,1,0.714285714286
11/07/2016 18:37:40,1,0.857142857143
11/07/2016 18:42:06,1,1.0
11/07/2016 18:46:32,1,1.0
11/7/2016 18:46:32,0,0.857142857143
11/07/2016 18:46:34,2,0.714285714286
11/07/2016 18:46:34,1,0.714285714286
11/07/2016 18:46:34,2,0.571428571429
11/07/2016 18:46:34,2,0.428571428571
11/07/2016 18:46:34,2,0.285714285714
11/07/2016 18:46:34,2,0.142857142857
11/07/2016 18:46:34,2,0.142857142857
11/07/2016 18:46:34,1,0.285714285714
11/07/2016 18:46:34,1,0.285714285714
11/07/2016 18:46:35,2,0.285714285714
11/07/2016 18:46:35,2,0.285714285714
11/07/2016 18:46:35,2,0.285714285714
11/07/2016 18:46:35,2,0.285714285714
11/07/2016 18:46:35,2,0.285714285714
11/07/2016 18:46:35,1,0.285714285714
11/07/2016 18:46:35,1,0.285714285714
11/07/2016 18:46:35,1,0.428571428571
11/07/2016 18:46:35,1,0.571428571429
11/07/2016 18:46:36,2,0.571428571429
11/07/2016 18:46:36,1,0.714285714286
11/07/2016 18:46:36,1,0.857142857143
11/07/2016 18:46:36,1,0.857142857143
11/07/2016 18:46:36,2,0.714285714286
11/07/2016 18:46:36,1,0.714285714286
11/07/2016 18:46:36,1,0.714285714286
11/07/2016 18:46:36,2,0.714285714286
11/07/2016 18:46:36,1,0.714285714286
11/07/2016 18:46:36,1,0.714285714286
11/07/2016 18:46:37,2,0.571428571429
11/07/2016 18:46:37,1,0.714285714286
11/07/2016 18:46:37,1,0.714285714286
11/07/2016 18:46:37,1,0.714285714286
11/07/2016 18:46:37,1,0.857142857143
11/07/2016 18:46:37,2,0.714285714286
11/07/2016 18:46:37,1,0.714285714286
11/07/2016 18:46:37,1,0.857142857143
11/07/2016 18:46:37,1,0.857142857143
11/07/2016 18:46:38,1,0.857142857143
11/7/2016 18:46:38,0,0.714285714286
11/07/2016 18:47:39,2,0.571428571429
11/07/2016 18:48:38,2,0.571428571429
11/07/2016 18:49:37,2,0.428571428571
11/07/2016 18:50:36,1,0.428571428571
11/07/2016 18:51:35,1,0.428571428571
11/07/2016 18:52:34,2,0.285714285714
11/07/2016 18:53:33,2,0.285714285714
11/07/2016 18:54:32,2,0.285714285714
11/07/2016 18:55:31,2,0.285714285714
11/07/2016 18:56:30,1,0.428571428571
11/07/2016 18:57:30,2,0.285714285714
11/07/2016 18:58:29,2,0.142857142857
11/07/2016 18:59:28,2,0.142857142857
11/07/2016 19:00:27,2,0.142857142857
11/07/2016 19:01:26,2,0.142857142857
11/07/2016 19:02:25,2,0.142857142857
11/07/2016 19:03:24,2,0.0
11/07/2016 19:04:23,1,0.142857142857
11/07/2016 19:05:22,2,0.142857142857
11/07/2016 19:06:21,2,0.142857142857
11/07/2016 19:07:21,1,0.285714285714
11/07/2016 19:08:20,2,0.285714285714
11/07/2016 19:09:19,1,0.428571428571
11/07/2016 19:10:18,1,0.571428571429
11/07/2016 19:11:17,2,0.428571428571
11/07/2016 19:12:16,1,0.571428571429
11/07/2016 19:13:15,1,0.714285714286
11/07/2016 19:14:14,1,0.714285714286
11/07/2016 19:15:13,1,0.857142857143
11/07/2016 19:16:12,1,0.857142857143
11/07/2016 19:17:12,1,0.857142857143
11/07/2016 19:18:11,2,0.857142857143
11/07/2016 19:19:10,1,0.857142857143
11/07/2016 19:20:09,1,0.857142857143
11/07/2016 19:21:08,2,0.714285714286
11/07/2016 19:22:07,1,0.714285714286
11/07/2016 19:23:06,1,0.714285714286
11/07/2016 19:24:05,2,0.571428571429
11/07/2016 19:25:04,1,0.714285714286
11/07/2016 19:26:03,1,0.714285714286
11/07/2016 19:27:03,1,0.714285714286
11/7/2016 19:27:03,0,0.714285714286
11/09/2016 20:25:19,2,0.571428571429
11/10/2016 01:23:52,1,0.571428571429
11/10/2016 06:22:25,2,0.571428571429
11/10/2016 11:20:58,1,0.571428571429
11/10/2016 16:19:31,2,0.428571428571
11/10/2016 21:18:04,2,0.285714285714
11/11/2016 02:16:37,2,0.285714285714
11/11/2016 07:15:10,2,0.285714285714
11/11/2016 12:13:43,2,0.142857142857
11/11/2016 17:12:16,2,0.142857142857
11/11/2016 22:10:49,1,0.142857142857
11/12/2016 03:09:22,2,0.142857142857
11/12/2016 08:07:55,2,0.142857142857
11/12/2016 13:06:28,1,0.285714285714
11/12/2016 18:05:01,2,0.285714285714
11/12/2016 23:03:34,2,0.285714285714
11/13/2016 04:02:07,2,0.285714285714
11/13/2016 09:00:40,1,0.285714285714
11/13/2016 13:59:13,1,0.428571428571
11/13/2016 18:57:46,1,0.571428571429
11/13/2016 23:56:19,1,0.571428571429
11/14/2016 04:54:52,1,0.714285714286
11/14/2016 09:53:25,1,0.857142857143
11/14/2016 14:51:58,1,1.0
11/14/2016 19:50:31,1,1.0
11/15/2016 00:49:04,1,1.0
11/15/2016 05:47:37,2,0.857142857143
11/15/2016 10:46:10,1,0.857142857143
11/15/2016 15:44:43,1,0.857142857143
11/15/2016 20:43:16,1,0.857142857143
11/16/2016 01:41:49,1,0.857142857143
11/16/2016 06:40:22,1,0.857142857143
11/16/2016 11:38:55,1,0.857142857143
11/16/2016 11:38:55,0,0.857142857143
11/22/2016 10:06:07,2,0.714285714286
11/22/2016 05:35:26,2,0.571428571429
11/22/2016 01:04:45,2,0.428571428571
11/21/2016 20:34:05,2,0.285714285714
11/21/2016 16:03:24,2,0.142857142857
11/21/2016 11:32:43,2,0.0
11/21/2016 07:02:03,1,0.142857142857
11/21/2016 02:31:22,1,0.285714285714
11/20/2016 22:00:41,2,0.285714285714
11/20/2016 17:30:01,2,0.285714285714
11/20/2016 12:59:20,2,0.285714285714
11/20/2016 08:28:39,2,0.285714285714
11/20/2016 03:57:58,2,0.285714285714
11/19/2016 23:27:18,2,0.142857142857
11/19/2016 18:56:37,2,0.0
11/19/2016 14:25:56,1,0.142857142857
11/19/2016 09:55:16,1,0.285714285714
11/19/2016 05:24:35,2,0.285714285714
11/19/2016 00:53:54,2,0.285714285714
11/18/2016 20:23:14,1,0.428571428571
11/18/2016 15:52:33,1,0.571428571429
11/18/2016 11:21:52,2,0.571428571429
11/18/2016 06:51:11,2,0.428571428571
11/18/2016 02:20:31,1,0.428571428571
11/17/2016 21:49:50,1,0.571428571429
11/17/2016 17:19:09,1,0.714285714286
11/17/2016 12:48:29,1,0.714285714286
11/17/2016 08:17:48,1,0.714285714286
11/17/2016 03:47:07,1,0.857142857143
11/16/2016 23:16:27,1,1.0
11/16/2016 23:16:27,0,0.857142857143
11/17/2016 07:15:13,2,0.714285714286
11/17/2016 06:59:47,2,0.571428571429
11/17/2016 06:44:20,2,0.428571428571
11/17/2016 06:28:54,1,0.428571428571
11/17/2016 06:13:27,2,0.285714285714
11/17/2016 05:58:01,1,0.285714285714
11/17/2016 05:42:34,1,0.428571428571
11/17/2016 05:27:08,2,0.428571428571
11/17/2016 05:11:42,2,0.428571428571
11/17/2016 04:56:15,2,0.428571428571
11/17/2016 04:40:49,1,0.428571428571
11/17/2016 04:25:22,1,0.571428571429
11/17/2016 04:09:56,2,0.428571428571
11/17/2016 03:54:29,2,0.285714285714
11/17/2016 03:39:03,1,0.428571428571
11/17/2016 03:23:37,2,0.428571428571
11/17/2016 03:08:10,2,0.428571428571
11/17/2016 02:52:44,1,0.428571428571
11/17/2016 02:37:17,1,0.428571428571
11/17/2016 02:21:51,2,0.428571428571
11/17/2016 02:06:24,1,0.571428571429
11/17/2016 01:50:58,1,0.571428571429
11/17/2016 01:35:31,1,0.714285714286
11/17/2016 01:20:05,2,0.714285714286
11/17/2016 01:04:39,1,0.714285714286
11/17/2016 00:49:12,2,0.571428571429
11/17/2016 00:33:46,1,0.714285714286
11/17/2016 00:18:19,1,0.714285714286
11/17/2016 00:02:53,1,0.714285714286
11/16/2016 23:47:26,1,0.714285714286
11/16/2016 23:32:00,1,0.857142857143
11/16/2016 23:16:34,1,0.857142857143
11/16/2016 23:16:34,0,0.857142857143
11/17/2016 07:11:43,2,0.714285714286
11/17/2016 06:52:46,2,0.571428571429
11/17/2016 06:33:50,2,0.428571428571
11/17/2016 06:14:53,1,0.428571428571
11/17/2016 05:55:57,2,0.285714285714
11/17/2016 05:37:00,2,0.142857142857
11/17/2016 05:18:04,2,0.142857142857
11/17/2016 04:59:07,2,0.142857142857
11/17/2016 04:40:11,2,0.142857142857
11/17/2016 04:21:14,1,0.285714285714
11/17/2016 04:02:18,1,0.285714285714
11/17/2016 03:43:21,2,0.285714285714
11/17/2016 03:24:25,1,0.428571428571
11/17/2016 03:05:28,1,0.571428571429
11/17/2016 02:46:31,2,0.571428571429
11/17/2016 02:27:35,1,0.714285714286
11/17/2016 02:08:38,2,0.571428571429
11/17/2016 01:49:42,2,0.428571428571
11/17/2016 01:30:45,1,0.571428571429
11/17/2016 01:11:49,2,0.428571428571
11/17/2016 00:52:52,1,0.428571428571
11/17/2016 00:33:56,1,0.571428571429
11/17/2016 00:14:59,1,0.571428571429
11/16/2016 23:56:03,1,0.714285714286
11/16/2016 23:37:06,1,0.857142857143
11/16/2016 23:18:10,1,0.857142857143
11/16/2016 23:18:10,0,0.857142857143
11/17/2016 07:18:27,2,0.714285714286
11/17/2016 07:06:14,2,0.571428571429
11/17/2016 06:54:01,2,0.428571428571
11/17/2016 06:41:48,2,0.285714285714
11/17/2016 06:29:35,1,0.285714285714
11/17/2016 06:17:22,2,0.142857142857
11/17/2016 06:05:09,2,0.142857142857
11/17/2016 05:52:56,1,0.285714285714
11/17/2016 05:40:43,2,0.285714285714
11/17/2016 05:28:30,2,0.285714285714
11/17/2016 05:16:17,2,0.285714285714
11/17/2016 05:04:04,2,0.142857142857
11/17/2016 04:51:51,2,0.142857142857
11/17/2016 04:39:37,1,0.285714285714
11/17/2016 04:27:24,1,0.285714285714
11/17/2016 04:15:11,2,0.285714285714
11/17/2016 04:02:58,2,0.285714285714
11/17/2016 03:50:45,2,0.285714285714
11/17/2016 03:38:32,1,0.428571428571
11/17/2016 03:26:19,2,0.428571428571
11/17/2016 03:14:06,2,0.285714285714
11/17/2016 03:01:53,1,0.285714285714
11/17/2016 02:49:40,1,0.428571428571
11/17/2016 02:37:27,1,0.571428571429
11/17/2016 02:25:14,1,0.714285714286
11/17/2016 02:13:01,1,0.714285714286
11/17/2016 02:00:47,1,0.857142857143
11/17/2016 01:48:34,2,0.857142857143
11/17/2016 01:36:21,1,0.857142857143
11/17/2016 01:24:08,1,0.857142857143
11/17/2016 01:11:55,1,0.857142857143
11/17/2016 00:59:42,1,0.857142857143
11/17/2016 00:47:29,1,0.857142857143
11/17/2016 00:35:16,1,0.857142857143
11/17/2016 00:23:03,1,1.0
11/17/2016 00:10:50,1,1.0
11/16/2016 23:58:37,1,1.0
11/16/2016 23:46:24,1,1.0
11/16/2016 23:34:11,1,1.0
11/16/2016 23:34:11,0,0.857142857143
11/17/2016 07:14:07,2,0.714285714286
11/17/2016 06:57:44,2,0.571428571429
11/17/2016 06:41:21,2,0.428571428571
11/17/2016 06:24:58,2,0.285714285714
11/17/2016 06:08:36,2,0.142857142857
11/17/2016 05:52:13,2,0.0
11/17/2016 05:35:50,2,0.0
11/17/2016 05:19:27,2,0.0
11/17/2016 05:03:04,1,0.142857142857
11/17/2016 04:46:42,1,0.285714285714
11/17/2016 04:30:19,2,0.285714285714
11/17/2016 04:13:56,2,0.285714285714
11/17/2016 03:57:33,1,0.428571428571
11/17/2016 03:41:10,2,0.428571428571
11/17/2016 03:24:48,1,0.571428571429
11/17/2016 03:08:25,2,0.428571428571
11/17/2016 02:52:02,2,0.285714285714
11/17/2016 02:35:39,1,0.428571428571
11/17/2016 02:19:16,1,0.571428571429
11/17/2016 02:02:54,1,0.571428571429
11/17/2016 01:46:31,1,0.714285714286
11/17/2016 01:30:08,2,0.571428571429
11/17/2016 01:13:45,2,0.571428571429
11/17/2016 00:57:22,2,0.571428571429
11/17/2016 00:41:00,1,0.571428571429
11/17/2016 00:24:37,1,0.571428571429
11/17/2016 00:08:14,1,0.571428571429
11/16/2016 23:51:51,1,0.571428571429
11/16/2016 23:35:29,1,0.714285714286
11/16/2016 23:35:29,0,0.714285714286
11/17/2016 08:00:18,2,0.714285714286
11/17/2016 08:30:07,2,0.571428571429
11/17/2016 08:59:56,2,0.428571428571
11/17/2016 09:29:44,2,0.285714285714
11/17/2016 09:59:33,2,0.142857142857
11/17/2016 10:29:22,2,0.0
11/17/2016 10:59:11,2,0.0
11/17/2016 11:28:59,2,0.0
11/17/2016 11:58:48,2,0.0
11/17/2016 12:28:37,2,0.0
11/17/2016 12:58:25,1,0.142857142857
11/17/2016 13:28:14,1,0.285714285714
11/17/2016 13:58:03,1,0.428571428571
11/17/2016 14:27:52,1,0.571428571429
11/17/2016 14:57:40,1,0.714285714286
11/17/2016 15:27:29,2,0.714285714286
11/17/2016 15:57:18,1,0.857142857143
11/17/2016 16:27:06,1,0.857142857143
11/17/2016 16:56:55,1,0.857142857143
11/17/2016 17:26:44,1,0.857142857143
11/17/2016 17:56:33,1,0.857142857143
11/17/2016 18:26:21,1,0.857142857143
11/17/2016 18:56:10,1,1.0
11/17/2016 19:25:59,1,1.0
11/17/2016 19:55:47,2,0.857142857143
11/17/2016 20:25:36,2,0.714285714286
11/17/2016 20:55:25,1,0.714285714286
11/17/2016 21:25:14,1,0.714285714286
11/17/2016 21:55:02,2,0.571428571429
11/17/2016 22:24:51,1,0.571428571429
11/17/2016 22:54:40,1,0.571428571429
11/17/2016 23:24:29,1,0.714285714286
11/17/2016 23:24:29,0,0.714285714286
11/18/2016 07:07:15,1,0.714285714286
11/18/2016 06:47:58,2,0.571428571429
11/18/2016 06:28:41,2,0.571428571429
11/18/2016 06:09:25,2,0.428571428571
11/18/2016 05:50:08,2,0.285714285714
11/18/2016 05:30:51,2,0.142857142857
11/18/2016 05:11:34,2,0.142857142857
11/18/2016 04:52:18,2,0.0
11/18/2016 04:33:01,1,0.142857142857
11/18/2016 04:13:44,1,0.285714285714
11/18/2016 03:54:28,1,0.428571428571
11/18/2016 03:35:11,2,0.428571428571
11/18/2016 03:15:54,2,0.428571428571
11/18/2016 02:56:37,1,0.571428571429
11/18/2016 02:37:21,2,0.571428571429
11/18/2016 02:18:04,1,0.571428571429
11/18/2016 01:58:47,1,0.571428571429
11/18/2016 01:39:31,1,0.571428571429
11/18/2016 01:20:14,1,0.714285714286
11/18/2016 01:00:57,1,0.857142857143
11/18/2016 00:41:40,1,0.857142857143
11/18/2016 00:22:24,2,0.857142857143
11/18/2016 00:03:07,1,0.857142857143
11/17/2016 23:43:50,1,0.857142857143
11/17/2016 23:24:34,1,0.857142857143
11/17/2016 23:24:34,0,0.714285714286
11/18/2016 07:13:52,2,0.571428571429
11/18/2016 07:01:13,2,0.428571428571
11/18/2016 06:48:33,2,0.428571428571
11/18/2016 06:35:54,1,0.428571428571
11/18/2016 06:23:14,2,0.285714285714
11/18/2016 06:10:35,2,0.142857142857
11/18/2016 05:57:55,1,0.285714285714
11/18/2016 05:45:16,1,0.428571428571
11/18/2016 05:32:36,2,0.428571428571
11/18/2016 05:19:57,2,0.428571428571
11/18/2016 05:07:17,2,0.285714285714
11/18/2016 04:54:38,2,0.285714285714
11/18/2016 04:41:58,1,0.428571428571
11/18/2016 04:29:19,2,0.285714285714
11/18/2016 04:16:39,2,0.142857142857
11/18/2016 04:04:00,2,0.142857142857
11/18/2016 03:51:20,1,0.285714285714
11/18/2016 03:38:41,1,0.428571428571
11/18/2016 03:26:02,1,0.571428571429
11/18/2016 03:13:22,2,0.428571428571
11/18/2016 03:00:43,1,0.571428571429
11/18/2016 02:48:03,2,0.571428571429
11/18/2016 02:35:24,1,0.714285714286
11/18/2016 02:22:44,2,0.571428571429
11/18/2016 02:10:05,1,0.571428571429
11/18/2016 01:57:25,1,0.571428571429
11/18/2016 01:44:46,1,0.714285714286
11/18/2016 01:32:06,1,0.714285714286
11/18/2016 01:19:27,1,0.857142857143
11/18/2016 01:06:47,2,0.714285714286
11/18/2016 00:54:08,1,0.857142857143
11/18/2016 00:41:28,1,0.857142857143
11/18/2016 00:28:49,1,0.857142857143
