"Occurred ","Stud-ID","Fault #","Fault Trigger","Fixed","Duration","Reason","Description","Extended description","Operation Mode","Success"
"11/07/2016 15:42:59","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:43:22","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:43:45","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:44:08","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:44:31","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:44:54","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:45:18","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:45:41","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:46:04","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:46:27","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:46:50","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:47:13","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:47:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:47:59","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:48:22","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:48:46","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:49:09","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:49:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:49:55","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:50:18","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:50:41","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:51:04","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:51:27","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:51:50","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:52:14","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:52:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:53:00","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:53:23","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:53:46","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:54:09","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:54:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:54:55","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:55:19","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/7/2016 15:55:19","","20112","Process Management","11/7/2016 15:55:21","00:00:02","Self resetted","CPM: Pressure monitor protective gas","The CPM signals that the protective gas pressure has fallen below the limit value.","None","0"
"11/07/2016 15:55:24","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:28","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:40","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:43","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:47","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:51","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:55","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:55:59","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:03","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:56:06","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:10","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:14","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:18","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:22","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:25","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:56:29","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:56:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:56:41","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:45","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:48","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:52","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:56:56","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:00","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:57:04","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:07","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:11","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:57:15","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:57:19","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:57:23","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:27","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:30","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:38","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:57:42","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:46","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:49","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:57:53","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:57:57","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:01","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:05","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:09","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:12","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:16","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:20","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:28","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/7/2016 15:58:32","","20112","Process Management","11/7/2016 15:58:34","00:00:02","Self resetted","CPM: Pressure monitor protective gas","The CPM signals that the protective gas pressure has fallen below the limit value.","None","0"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:33","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 15:58:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/7/2016 15:58:32","","20046","Process Management","11/7/2016 15:59:54","00:01:22","Finish command","DCPU-PM: Feed cycle failed","The weld tool reported a failed feeding cycle.","Not ready","0"
"11/07/2016 15:59:58","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:02","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:06","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:10","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:14","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:18","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:22","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:26","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:30","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:00:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:38","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:42","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:47","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:00:51","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:55","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:00:59","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:01:03","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:01:07","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:01:11","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:01:15","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:01:19","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:01:23","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:01:27","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:01:31","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:01:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/7/2016 16:01:36","2-001","13011","LMC","11/7/2016 16:01:50","00:00:14","Restart","LMC: No room for lift","The linear motor can not execute the current lift because the is no room for the lift. Please check the stickout and lift higth values.  The remaining LM travel is insufficient for the programmed lift. The sum of the stickout and the programmed lift must ","Automatic mode","0"
"11/07/2016 16:02:08","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:02:26","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:02:44","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:03:03","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:03:21","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:03:39","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:03:58","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:04:16","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:04:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:04:53","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:05:11","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:05:29","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:05:48","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:06:06","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:06:24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:06:43","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:07:01","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:07:19","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:07:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:07:56","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:08:14","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:08:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:08:51","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:09:09","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:09:27","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:09:46","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:10:04","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:10:22","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:10:41","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:10:59","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:11:17","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 16:11:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/7/2016 16:11:36","","20112","Process Management","11/7/2016 16:11:38","00:00:02","Self resetted","CPM: Pressure monitor protective gas","The CPM signals that the protective gas pressure has fallen below the limit value.","None","0"
"11/07/2016 16:15:24","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:19:11","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:22:58","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:26:44","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:30:31","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:34:18","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:38:04","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:41:51","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:45:38","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:49:24","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:53:11","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 16:56:58","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:00:44","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:04:31","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:08:18","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:12:04","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:15:51","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:19:38","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:23:24","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 17:27:11","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 17:30:58","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:34:45","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 17:38:31","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:42:18","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 17:46:05","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 17:49:51","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 17:53:38","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 17:57:25","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:01:11","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:04:58","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:08:45","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:12:31","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:16:18","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:20:05","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:23:51","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:27:38","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:31:25","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:35:11","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:38:58","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:42:45","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:32","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/7/2016 18:46:32","","20112","Process Management","11/7/2016 18:46:34","00:00:02","Self resetted","CPM: Pressure monitor protective gas","The CPM signals that the protective gas pressure has fallen below the limit value.","None","0"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:34","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:46:36","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:37","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:46:38","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/7/2016 18:46:38","","20112","Process Management","11/7/2016 18:46:40","00:00:02","Self resetted","CPM: Pressure monitor protective gas","The CPM signals that the protective gas pressure has fallen below the limit value.","None","0"
"11/07/2016 18:48:16","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:49:53","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:51:30","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:53:07","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:54:44","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 18:56:21","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:57:58","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 18:59:35","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 19:01:12","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 19:02:49","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
"11/07/2016 19:04:26","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"11/07/2016 19:06:03","NA","NA","NA","NA","NA","NA","NA","NA","NA","2"
